0.67	6	NOUN	_
0.11	1	ADJ	_
0.22	2	VERB	_
1.00	1	NOUN	Wikipedia 
1.00	1	ADJ	multilingual 
1.00	1	NOUN	Enzyklopedie 
1.00	1	NOUN	Fräiwëllege 
1.00	1	VERB	geschriwwe 
1.00	1	NOUN	Wikikonzept 
1.00	1	VERB	baséiert 
1.00	1	NOUN	Artikelen 
1.00	1	NOUN	Sproochen 
